SonnetID,octave_0,octave_1,octave_9,sestet_0,sestet_1,sestet_9,oct0_m_ses0,oct1_m_ses1,comment,
Quevedo_498,3,4,1,4,2,,-1,2,,
Quevedo_58,2,5,1,3,3,,-1,2,,
Quevedo_60,1,6,1,2,4,,-1,2,,
s044g_0088,1,6,1,2,4,,-1,2,,
s054g_0108,1,6,1,2,4,,-1,2,,
s105g_0207,1,6,,2,4,,-1,2,,
s132g_0267,2,5,1,3,3,,-1,2,,
s186g_0403_02,1,6,,2,4,,-1,2,,
s238g_0499,3,4,1,4,2,,-1,2,,
s247g_0520,1,6,1,2,4,,-1,2,,
s254g_0532,1,6,1,2,4,,-1,2,,
s295g_0616,1,6,1,2,4,,-1,2,,
s298g_0623,3,4,1,4,2,,-1,2,,
s352g_0811,2,5,1,3,3,,-1,2,,
s380g_0850,1,6,1,2,4,,-1,2,,
s427g_0928,2,5,1,3,3,,-1,2,,
s465g_0982,3,4,1,4,2,,-1,2,,
AgustinDeSalazarYTorres_19,2,6,,2,4,,0,2,,
AntonioEnriquezGomez_20,2,6,,2,4,,0,2,,
AntonioEnriquezGomez_28,3,5,,3,3,,0,2,,
AntonioEnriquezGomez_40,3,5,,3,3,,0,2,,
AntonioEnriquezGomez_6,2,6,,2,4,,0,2,,
ArgensolaBartolome_144,2,6,,2,4,,0,2,,
ArgensolaBartolome_21,3,5,,3,3,,0,2,,
ArgensolaBartolome_69,3,5,,3,3,,0,2,,
ArgensolaBartolome_71,2,6,,2,4,,0,2,,
ArgensolaBartolome_72,2,6,,2,4,,0,2,,
ArgensolaBartolome_91,4,4,,4,2,,0,2,,
ArgensolaLupercio_22,1,7,,1,5,,0,2,,
ArgensolaLupercio_47,2,6,,2,4,,0,2,,
BaltasarDeAlcazar_16,3,5,,3,3,,0,2,,
BernardinoDeRebolledo_12,3,5,,3,3,,0,2,,
BernardinoDeRebolledo_42,3,5,,3,3,,0,2,,
BocangelYUnzueta_12,3,5,,3,3,,0,2,,
CancerYVelasco_6,2,6,,2,4,,0,2,,
Cervantes_38,3,5,,3,3,,0,2,,
Cervantes_43,2,6,,2,4,,0,2,,
Cervantes_47,2,6,,2,4,,0,2,,
Cervantes_75,3,5,,3,3,,0,2,,
CristobalDeVirues_2,2,6,,2,4,,0,2,,
DiegoHurtadoDeMendoza_20,2,6,,2,4,,0,2,,
DiegoHurtadoDeMendoza_56,1,7,,1,5,,0,2,,
DiegoRamirezPagan_5,3,5,,3,3,,0,2,,
DiegoXimenezAyllon_54,3,5,,3,3,,0,2,,
FcodeBorjaYAragonPrincipeEsquilache_123,3,5,,3,3,,0,2,,
FcodeBorjaYAragonPrincipeEsquilache_125,3,5,,3,3,,0,2,,
FcodeBorjaYAragonPrincipeEsquilache_131,2,6,,2,4,,0,2,,
FcodeBorjaYAragonPrincipeEsquilache_21,3,5,,3,3,,0,2,,
FcodeBorjaYAragonPrincipeEsquilache_68,5,3,,5,1,,0,2,,
FcodeBorjaYAragonPrincipeEsquilache_91,3,5,,3,3,,0,2,,
FcodeBorjaYAragonPrincipeEsquilache_97,2,6,,2,4,,0,2,,
FcodeBorjaYAragonPrincipeEsquilache_98,5,3,,5,1,,0,2,,
FernandoDeHerrera_1,3,5,,3,3,,0,2,,
FernandoDeHerrera_126,1,7,,1,5,,0,2,,
FernandoDeHerrera_192,3,5,,3,3,,0,2,,
FernandoDeHerrera_235,3,5,,3,3,,0,2,,
FernandoDeHerrera_278,2,6,,2,4,,0,2,,
FernandoDeHerrera_305,3,5,,3,3,,0,2,,
FranciscoDeAldana_14,3,5,,3,3,,0,2,,
FranciscoDeAldana_33,1,7,,1,5,,0,2,,
FranciscoDeAldana_6,2,6,,2,4,,0,2,,
FranciscoDeFigueroa_13,2,6,,2,4,,0,2,,
FranciscoDeLaTorre_11,3,5,,3,3,,0,2,,
FranciscoDeLaTorre_34,3,5,,3,3,,0,2,,
FranciscoDeLaTorre_78,2,6,,2,4,,0,2,,
GarcilasoDeLaVega_13,3,5,,3,3,,0,2,,
GarcilasoDeLaVega_25,3,5,,3,3,,0,2,,
GarcilasoDeLaVega_33,3,5,,3,3,,0,2,,
GarcilasoDeLaVega_36,3,5,,3,3,,0,2,,
GutierreDeCetina_118,3,5,,3,3,,0,2,,
GutierreDeCetina_182,2,6,,2,4,,0,2,,
GutierreDeCetina_196,4,4,,4,2,,0,2,,
GutierreDeCetina_239,2,6,,2,4,,0,2,,
GutierreDeCetina_28,4,4,,4,2,,0,2,,
GutierreDeCetina_99,3,5,,3,3,,0,2,,
HernandodeAcunya_1,3,5,,3,3,,0,2,,
HernandodeAcunya_11,4,4,,4,2,,0,2,,
HernandodeAcunya_24,1,7,,1,5,,0,2,,
HernandodeAcunya_36,2,6,,2,4,,0,2,,
HernandodeAcunya_39,2,6,,2,4,,0,2,,
HernandodeAcunya_58,3,5,,3,3,,0,2,,
HernandodeAcunya_64,1,7,,1,5,,0,2,,
HernandodeAcunya_66,2,6,,2,4,,0,2,,
JosephDeLitalaYCastelvi_11,4,4,,4,2,,0,2,,
JosephDeLitalaYCastelvi_25,4,4,,4,2,,0,2,,
JuanBoscan_4,3,5,,3,3,,0,2,,
JuanBoscan_51,2,6,,2,4,,0,2,,
JuanBoscan_67,3,5,,3,3,,0,2,,
JuanBoscan_97,2,6,,2,4,,0,2,,
JuanDeAlmeida_28,2,6,,2,4,,0,2,,
JuanDeAlmeida_32,1,7,,1,5,,0,2,,
JuanDeSalinas_16,3,5,,3,3,,0,2,,
JuanDeTassisYPeralta_112,1,7,,1,5,,0,2,,
JuanDeTassisYPeralta_159,3,5,,3,3,,0,2,,
JuanDeTassisYPeralta_170,4,4,,4,2,,0,2,,
JuanDeTassisYPeralta_179,3,5,,3,3,,0,2,,
JuanDeTassisYPeralta_19,5,3,,5,1,,0,2,,
JuanDeTassisYPeralta_54,4,4,,4,2,,0,2,,
JuanDeTimoneda_19,2,6,,2,4,,0,2,,
JuanaInesDeLaCruz_42,3,5,,3,3,,0,2,,
LopeDeVega_1010,4,4,,4,2,,0,2,,
LopeDeVega_1029,2,6,,2,4,,0,2,,
LopeDeVega_1045,2,6,,2,4,,0,2,,
LopeDeVega_1060,1,7,,1,5,,0,2,,
LopeDeVega_1097,3,5,,3,3,,0,2,,
LopeDeVega_1159,2,6,,2,4,,0,2,,
LopeDeVega_1193,4,4,,4,2,,0,2,,
LopeDeVega_1290,1,7,,1,5,,0,2,,
LopeDeVega_1321,2,6,,2,4,,0,2,,
LopeDeVega_163,3,5,,3,3,,0,2,,
LopeDeVega_179,1,7,,1,5,,0,2,,
LopeDeVega_2,3,5,,3,3,,0,2,,
LopeDeVega_234,4,4,,4,2,,0,2,,
LopeDeVega_251,2,6,,2,4,,0,2,,
LopeDeVega_283,4,4,,4,2,,0,2,,
LopeDeVega_346,1,7,,1,5,,0,2,,
LopeDeVega_393,2,6,,2,4,,0,2,,
LopeDeVega_41,3,5,,3,3,,0,2,,
LopeDeVega_419,3,5,,3,3,,0,2,,
LopeDeVega_439,2,6,,2,4,,0,2,,
LopeDeVega_443,1,7,,1,5,,0,2,,
LopeDeVega_460,1,7,,1,5,,0,2,,
LopeDeVega_472,2,6,,2,4,,0,2,,
LopeDeVega_488,3,5,,3,3,,0,2,,
LopeDeVega_512,2,6,,2,4,,0,2,,
LopeDeVega_521,2,6,,2,4,,0,2,,
LopeDeVega_537,1,7,,1,5,,0,2,,
LopeDeVega_601,2,6,,2,4,,0,2,,
LopeDeVega_62,3,5,,3,3,,0,2,,
LopeDeVega_640,4,4,,4,2,,0,2,,
LopeDeVega_643,2,6,,2,4,,0,2,,
LopeDeVega_669,3,5,,3,3,,0,2,,
LopeDeVega_671,4,4,,4,2,,0,2,,
LopeDeVega_712,1,7,,1,5,,0,2,,
LopeDeVega_714,2,6,,2,4,,0,2,,
LopeDeVega_723,2,6,,2,4,,0,2,,
LopeDeVega_75,3,5,,3,3,,0,2,,
LopeDeVega_778,2,6,,2,4,,0,2,,
LopeDeVega_846,2,6,,2,4,,0,2,,
LopeDeVega_859,1,7,,1,5,,0,2,,
LopeDeVega_860,2,6,,2,4,,0,2,,
LopeDeVega_870,4,4,,4,2,,0,2,,
LopeDeVega_887,3,5,,3,3,,0,2,,
LopeDeVega_905,3,5,,3,3,,0,2,,
LopeDeVega_922,3,5,,3,3,,0,2,,
LopeDeVega_947,3,5,,3,3,,0,2,,
LopeDeVega_971,1,7,,1,5,,0,2,,
LopeDeZarate_16,1,7,,1,5,,0,2,,
LuisCarrilloySotomayor_47,2,6,,2,4,,0,2,,
LuisDeUlloaYPereira_21,2,6,,2,4,,0,2,,
LuisDeUlloaYPereira_38,2,6,,2,4,,0,2,,
LuisDeUlloaYPereira_50,3,5,,3,3,,0,2,,
LuisDeUlloaYPereira_92,2,6,,2,4,,0,2,,
LuisMartinDeLaPlaza_11,1,7,,1,5,,0,2,,
LuisMartinDeLaPlaza_13,4,4,,4,2,,0,2,,
LuisMartinDeLaPlaza_15,1,7,,1,5,,0,2,,
LuisMartinDeLaPlaza_17,3,5,,3,3,,0,2,,
LuisMartinDeLaPlaza_18,2,6,,2,4,,0,2,,
LuisMartinDeLaPlaza_3,3,5,,3,3,,0,2,,
LuisMartinDeLaPlaza_6,3,5,,3,3,,0,2,,
MiraDeAmescua_16,1,7,,1,5,,0,2,,
PantaleonDeRibera_3,3,5,,3,3,,0,2,,
PedroDePadilla_14,2,6,,2,4,,0,2,,
PedroDePadilla_37,4,4,,4,2,,0,2,,
PedroDePadilla_41,3,5,,3,3,,0,2,,
PedroEspinosa_7,2,6,,2,4,,0,2,,
PedroSotoDeRojas_114,4,4,,4,2,,0,2,,
PedroSotoDeRojas_24,4,4,,4,2,,0,2,,
PedroSotoDeRojas_32,2,6,,2,4,,0,2,,
PedroSotoDeRojas_5,3,5,,3,3,,0,2,,
PedroSotoDeRojas_67,3,5,,3,3,,0,2,,
Quevedo_113,1,7,,1,5,,0,2,,
Quevedo_115,1,7,,1,5,,0,2,,
Quevedo_157,2,6,,2,4,,0,2,,
Quevedo_207,1,7,,1,5,,0,2,,
Quevedo_288,2,6,,2,4,,0,2,,
Quevedo_329,2,6,,2,4,,0,2,,
Quevedo_355,3,5,,3,3,,0,2,,
Quevedo_380,4,4,,4,2,,0,2,,
Quevedo_410,4,4,,4,2,,0,2,,
Quevedo_499,4,4,,4,2,,0,2,,
TirsoDeMolina_13,3,5,,3,3,,0,2,,
s002g_0003,2,6,,2,4,,0,2,,
s004g_0012_03,3,5,,3,3,,0,2,,
s019g_0032,3,5,,3,3,,0,2,,
s046g_0092,2,6,,2,4,,0,2,,
s051g_0103,2,6,,2,4,,0,2,,
s100g_0196,3,5,,3,3,,0,2,,
s105g_0203,3,5,,3,3,,0,2,,
s109g_0213,1,7,,1,5,,0,2,,
s121g_0246,3,5,,3,3,,0,2,,
s132g_0266,2,6,,2,4,,0,2,,
s143g_0281,4,4,,4,2,,0,2,,
s169g_0334,2,6,,2,4,,0,2,,
s218g_0459,2,6,,2,4,,0,2,,
s238g_0500,2,6,,2,4,,0,2,,
s244g_0510_03,1,7,,1,5,,0,2,,
s263g_0545,2,6,,2,4,,0,2,,
s296g_0618,2,6,,2,4,,0,2,,
s320g_0743,3,5,,3,3,,0,2,,
s369g_0837,1,7,,1,5,,0,2,,
s374g_0843,2,6,,2,4,,0,2,,
s404g_0896,1,7,,1,5,,0,2,,
s427g_0925,1,7,,1,5,,0,2,,
s436g_0942,1,7,,1,5,,0,2,,
s436g_0943,1,7,,1,5,,0,2,,
s449g_0959,2,6,,2,4,,0,2,,
AgustinDeSalazarYTorres_11,2,4,2,3,3,,-1,1,,
AgustinDeSalazarYTorres_17,1,5,2,2,4,,-1,1,,
AgustinDeSalazarYTorres_22,2,4,2,3,3,,-1,1,,
ArgensolaLupercio_17,1,5,2,2,4,,-1,1,,
ArgensolaLupercio_58,2,4,2,3,3,,-1,1,,
BernardinoDeRebolledo_26,1,5,2,2,4,,-1,1,,
BocangelYUnzueta_49,2,4,2,3,3,,-1,1,,
BocangelYUnzueta_54,2,4,2,3,3,,-1,1,,
BocangelYUnzueta_8,1,5,2,2,4,,-1,1,,
Cervantes_21,2,4,2,3,3,,-1,1,,
Cervantes_23,1,5,1,2,4,,-1,1,,
CristobalDeVirues_10,1,5,2,2,4,,-1,1,,
DiegoHurtadoDeMendoza_32,2,4,1,3,3,,-1,1,,
DiegoHurtadoDeMendoza_34,2,4,2,3,3,,-1,1,,
DiegoXimenezAyllon_11,1,5,2,2,4,,-1,1,,
FcodeBorjaYAragonPrincipeEsquilache_108,3,3,2,4,2,,-1,1,,
FcodeBorjaYAragonPrincipeEsquilache_5,3,3,2,4,2,,-1,1,,
FernandoDeHerrera_125,2,4,2,3,3,,-1,1,,
FernandoDeHerrera_127,2,4,2,3,3,,-1,1,,
FernandoDeHerrera_134,2,4,2,3,3,,-1,1,,
FernandoDeHerrera_155,2,4,2,3,3,,-1,1,,
FernandoDeHerrera_288,2,4,2,3,3,,-1,1,,
FernandoDeHerrera_52,2,4,2,3,3,,-1,1,,
FernandoDeHerrera_77,1,5,2,2,4,,-1,1,,
FernandoDeHerrera_85,1,5,2,2,4,,-1,1,,
FranciscoDeAldana_29,2,4,2,3,3,,-1,1,,
FranciscoDeLaTorre_12,1,5,2,2,4,,-1,1,,
FranciscoDeLaTorre_49,1,5,2,2,4,,-1,1,,
Gongora_27,2,4,2,3,3,,-1,1,,
Gongora_50,2,4,2,3,3,,-1,1,,
GutierreDeCetina_136,2,4,2,3,3,,-1,1,,
GutierreDeCetina_145,2,4,2,3,3,,-1,1,,
GutierreDeCetina_207,3,3,2,4,2,,-1,1,,
GutierreDeCetina_91,2,4,2,3,3,,-1,1,,
JosephDeLitalaYCastelvi_151,2,4,2,3,3,,-1,1,,
JosephDeLitalaYCastelvi_73,3,3,2,4,2,,-1,1,,
JuanBoscan_91,1,5,2,2,4,,-1,1,,
JuanDeTassisYPeralta_21,1,5,2,2,4,,-1,1,,
JuanDeTassisYPeralta_64,2,4,2,3,3,,-1,1,,
JuanDeTassisYPeralta_96,1,5,2,2,4,,-1,1,,
JuanDeTimoneda_16,1,5,2,2,4,,-1,1,,
JuanDeTimoneda_27,1,5,2,2,4,,-1,1,,
JuanDeTimoneda_3,2,4,2,3,3,,-1,1,,
LopeDeVega_1074,1,5,2,2,4,,-1,1,,
LopeDeVega_108,2,4,2,3,3,,-1,1,,
LopeDeVega_1190,2,4,2,3,3,,-1,1,,
LopeDeVega_1207,1,5,2,2,4,,-1,1,,
LopeDeVega_269,1,5,2,2,4,,-1,1,,
LopeDeVega_369,1,5,2,2,4,,-1,1,,
LopeDeVega_387,1,5,2,2,4,,-1,1,,
LopeDeVega_428,2,4,2,3,3,,-1,1,,
LopeDeVega_437,2,4,2,3,3,,-1,1,,
LopeDeVega_476,2,4,2,3,3,,-1,1,,
LopeDeVega_662,2,4,2,3,3,,-1,1,,
LopeDeVega_681,1,5,2,2,4,,-1,1,,
LopeDeVega_694,2,4,2,3,3,,-1,1,,
LopeDeVega_730,2,4,2,3,3,,-1,1,,
LopeDeVega_839,1,5,2,2,4,,-1,1,,
LopeDeVega_936,2,4,2,3,3,,-1,1,,
LuisCarrilloySotomayor_26,3,3,2,4,2,,-1,1,,
MiraDeAmescua_4,3,3,2,4,2,,-1,1,,
PantaleonDeRibera_13,3,3,2,4,2,,-1,1,,
PedroDePadilla_10,2,4,2,3,3,,-1,1,,
PedroDePadilla_15,2,4,2,3,3,,-1,1,,
PedroSotoDeRojas_25,2,4,2,3,3,,-1,1,,
PedroSotoDeRojas_30,2,4,2,3,3,,-1,1,,
PedroSotoDeRojas_58,2,4,2,3,3,,-1,1,,
Quevedo_104,2,4,2,3,3,,-1,1,,
Quevedo_14,1,5,2,2,4,,-1,1,,
Quevedo_194,3,3,2,4,2,,-1,1,,
Quevedo_212,2,4,2,3,3,,-1,1,,
Quevedo_219,2,4,2,3,3,,-1,1,,
Quevedo_290,2,4,2,3,3,,-1,1,,
Quevedo_314,1,5,2,2,4,,-1,1,,
Quevedo_340,2,4,2,3,3,,-1,1,,
Quevedo_38,1,5,2,2,4,,-1,1,,
Quevedo_399,2,4,2,3,3,,-1,1,,
Quevedo_432,2,4,2,3,3,,-1,1,,
Quevedo_495,3,3,2,4,2,,-1,1,,
TirsoDeMolina_43,3,3,2,4,2,,-1,1,,
s041g_0068,1,5,2,2,4,,-1,1,,
s072g_0132,1,5,2,2,4,,-1,1,,
s130g_0263,2,4,2,3,3,,-1,1,,
s182g_0389,2,4,2,3,3,,-1,1,,
s211g_0451,2,4,2,3,3,,-1,1,,
s240g_0502,1,5,2,2,4,,-1,1,,
s247g_0517,2,4,2,3,3,,-1,1,,
s462g_0978,1,5,2,2,4,,-1,1,,
AntonioEnriquezGomez_21,3,4,1,3,3,,0,1,,
ArgensolaBartolome_105,2,5,1,2,4,,0,1,,
ArgensolaBartolome_148,3,4,1,3,3,,0,1,,
ArgensolaBartolome_20,2,5,1,2,4,,0,1,,
ArgensolaBartolome_34,2,5,1,2,4,,0,1,,
ArgensolaBartolome_36,2,5,1,2,4,,0,1,,
ArgensolaBartolome_92,1,6,1,1,5,,0,1,,
ArgensolaLupercio_45,3,4,1,3,3,,0,1,,
BernardinoDeRebolledo_14,2,5,1,2,4,,0,1,,
BernardinoDeRebolledo_19,3,4,1,3,3,,0,1,,
BernardinoDeRebolledo_5,2,5,1,2,4,,0,1,,
BocangelYUnzueta_29,2,5,1,2,4,,0,1,,
BocangelYUnzueta_46,3,4,1,3,3,,0,1,,
BocangelYUnzueta_64,3,4,1,3,3,,0,1,,
BocangelYUnzueta_66,2,5,1,2,4,,0,1,,
BocangelYUnzueta_73,2,5,1,2,4,,0,1,,
CancerYVelasco_12,2,5,1,2,4,,0,1,,
Cervantes_29,1,6,1,1,5,,0,1,,
Cervantes_52,2,5,1,2,4,,0,1,,
Cervantes_58,4,3,1,4,2,,0,1,,
DiegoHurtadoDeMendoza_30,1,6,1,1,5,,0,1,,
DiegoXimenezAyllon_2,1,6,1,1,5,,0,1,,
EstebanManuelDeVillegas_6,1,6,1,1,5,,0,1,,
FcodeBorjaYAragonPrincipeEsquilache_109,2,5,1,2,4,,0,1,,
FcodeBorjaYAragonPrincipeEsquilache_134,2,5,1,2,4,,0,1,,
FcodeBorjaYAragonPrincipeEsquilache_135,2,5,1,2,4,,0,1,,
FcodeBorjaYAragonPrincipeEsquilache_136,2,5,1,2,4,,0,1,,
FcodeBorjaYAragonPrincipeEsquilache_27,2,5,1,2,4,,0,1,,
FcodeBorjaYAragonPrincipeEsquilache_95,3,4,1,3,3,,0,1,,
FernandoDeHerrera_103,1,6,1,1,5,,0,1,,
FernandoDeHerrera_15,2,5,1,2,4,,0,1,,
FernandoDeHerrera_18,1,6,1,1,5,,0,1,,
FernandoDeHerrera_21,5,2,1,5,1,,0,1,,
FernandoDeHerrera_279,3,4,1,3,3,,0,1,,
FernandoDeHerrera_29,3,4,1,3,3,,0,1,,
FernandoDeHerrera_308,1,6,1,1,5,,0,1,,
FernandoDeHerrera_83,2,5,1,2,4,,0,1,,
FranciscoDeAldana_12,2,5,1,2,4,,0,1,,
FranciscoDeAldana_36,4,3,1,4,2,,0,1,,
FranciscoDeAldana_4,3,4,1,3,3,,0,1,,
FranciscoDeFigueroa_11,1,6,1,1,5,,0,1,,
FranciscoDeFigueroa_5,3,4,1,3,3,,0,1,,
FranciscoDeFigueroa_7,3,4,1,3,3,,0,1,,
FranciscoDeLaTorre_26,2,5,1,2,4,,0,1,,
FranciscoDeLaTorre_60,3,4,1,3,3,,0,1,,
FranciscoDeLaTorre_71,3,4,1,3,3,,0,1,,
FranciscoDeLaTorre_72,2,5,1,2,4,,0,1,,
GarcilasoDeLaVega_07,2,5,1,2,4,,0,1,,
GarcilasoDeLaVega_21,1,6,1,1,5,,0,1,,
Gongora_74,2,5,1,2,4,,0,1,,
GregorioDeMatos_6,2,5,1,2,4,,0,1,,
GutierreDeCetina_169,2,5,1,2,4,,0,1,,
GutierreDeCetina_197,2,5,1,2,4,,0,1,,
GutierreDeCetina_204,2,5,1,2,4,,0,1,,
GutierreDeCetina_215,3,4,1,3,3,,0,1,,
GutierreDeCetina_23,2,5,1,2,4,,0,1,,
GutierreDeCetina_232,3,4,1,3,3,,0,1,,
GutierreDeCetina_27,4,3,1,4,2,,0,1,,
GutierreDeCetina_33,3,4,1,3,3,,0,1,,
GutierreDeCetina_59,2,5,1,2,4,,0,1,,
GutierreDeCetina_69,2,5,1,2,4,,0,1,,
GutierreDeCetina_79,3,4,1,3,3,,0,1,,
HernandodeAcunya_5,2,5,1,2,4,,0,1,,
HernandodeAcunya_54,3,4,1,3,3,,0,1,,
HernandodeAcunya_55,2,5,1,2,4,,0,1,,
HernandodeAcunya_56,2,5,1,2,4,,0,1,,
HernandodeAcunya_57,2,5,1,2,4,,0,1,,
JosephDeLitalaYCastelvi_102,2,5,1,2,4,,0,1,,
JosephDeLitalaYCastelvi_34,1,6,1,1,5,,0,1,,
JosephDeLitalaYCastelvi_94,2,5,1,2,4,,0,1,,
JuanBoscan_46,2,5,1,2,4,,0,1,,
JuanDeArguijo_44,3,4,1,3,3,,0,1,,
JuanDeArguijo_54,2,5,1,2,4,,0,1,,
JuanDeJauregui_20,2,5,1,2,4,,0,1,,
JuanDeJauregui_22,2,5,1,2,4,,0,1,,
JuanDeTassisYPeralta_125,4,3,1,4,2,,0,1,,
JuanDeTassisYPeralta_142,4,3,1,4,2,,0,1,,
JuanDeTassisYPeralta_189,1,6,1,1,5,,0,1,,
JuanDeTassisYPeralta_190,3,4,1,3,3,,0,1,,
JuanDeTassisYPeralta_29,1,6,1,1,5,,0,1,,
JuanDeTassisYPeralta_38,3,4,1,3,3,,0,1,,
JuanDeTassisYPeralta_8,2,5,,2,4,,0,1,,
JuanDeTassisYPeralta_9,4,3,1,4,2,,0,1,,
JuanDeTimoneda_18,2,5,1,2,4,,0,1,,
JuanDeTimoneda_26,2,5,1,2,4,,0,1,,
JuanDeTimoneda_7,1,6,1,1,5,,0,1,,
JuanaInesDeLaCruz_16,2,5,1,2,4,,0,1,,
JuanaInesDeLaCruz_45,2,5,1,2,4,,0,1,,
LopeDeVega_1025,2,5,1,2,4,,0,1,,
LopeDeVega_109,1,6,1,1,5,,0,1,,
LopeDeVega_1146,2,5,1,2,4,,0,1,,
LopeDeVega_1201,2,5,1,2,4,,0,1,,
LopeDeVega_1208,1,6,1,1,5,,0,1,,
LopeDeVega_13,3,4,1,3,3,,0,1,,
LopeDeVega_1302,1,6,1,1,5,,0,1,,
LopeDeVega_1324,3,4,1,3,3,,0,1,,
LopeDeVega_169,3,4,1,3,3,,0,1,,
LopeDeVega_189,1,6,1,1,5,,0,1,,
LopeDeVega_190,3,4,1,3,3,,0,1,,
LopeDeVega_214,3,4,1,3,3,,0,1,,
LopeDeVega_374,1,6,,1,5,,0,1,,
LopeDeVega_394,1,6,1,1,5,,0,1,,
LopeDeVega_395,2,5,1,2,4,,0,1,,
LopeDeVega_458,3,4,1,3,3,,0,1,,
LopeDeVega_475,1,6,,1,5,,0,1,,
LopeDeVega_503,2,5,1,2,4,,0,1,,
LopeDeVega_518,2,5,1,2,4,,0,1,,
LopeDeVega_532,2,5,1,2,4,,0,1,,
LopeDeVega_533,2,5,1,2,4,,0,1,,
LopeDeVega_556,4,3,1,4,2,,0,1,,
LopeDeVega_561,1,6,1,1,5,,0,1,,
LopeDeVega_564,2,5,1,2,4,,0,1,,
LopeDeVega_566,1,6,1,1,5,,0,1,,
LopeDeVega_578,1,6,1,1,5,,0,1,,
LopeDeVega_610,1,6,1,1,5,,0,1,,
LopeDeVega_629,1,6,1,1,5,,0,1,,
LopeDeVega_647,2,5,1,2,4,,0,1,,
LopeDeVega_656,2,5,1,2,4,,0,1,,
LopeDeVega_659,2,5,1,2,4,,0,1,,
LopeDeVega_69,3,4,1,3,3,,0,1,,
LopeDeVega_699,1,6,1,1,5,,0,1,,
LopeDeVega_71,2,5,1,2,4,,0,1,,
LopeDeVega_725,3,4,,3,3,,0,1,,
LopeDeVega_732,2,5,1,2,4,,0,1,,
LopeDeVega_771,2,5,1,2,4,,0,1,,
LopeDeVega_775,2,5,1,2,4,,0,1,,
LopeDeVega_793,1,6,1,1,5,,0,1,,
LopeDeVega_838,4,3,1,4,2,,0,1,,
LopeDeVega_85,3,4,1,3,3,,0,1,,
LopeDeVega_880,1,6,1,1,5,,0,1,,
LopeDeVega_900,3,4,1,3,3,,0,1,,
LopeDeVega_914,2,5,1,2,4,,0,1,,
LopeDeVega_929,1,6,1,1,5,,0,1,,
LopeDeVega_965,1,6,1,1,5,,0,1,,
LopeDeVega_975,2,5,1,2,4,,0,1,,
LopeDeVega_983,3,4,1,3,3,,0,1,,
LopeDeZarate_1,1,6,1,1,5,,0,1,,
LopeDeZarate_12,2,5,1,2,4,,0,1,,
LopeDeZarate_2,1,6,1,1,5,,0,1,,
LopeDeZarate_26,2,5,1,2,4,,0,1,,
LopeDeZarate_32,2,5,,2,4,,0,1,,
LuisDeUlloaYPereira_88,4,3,1,4,2,,0,1,,
LuisDeUlloaYPereira_99,4,3,1,4,2,,0,1,,
LuisMartinDeLaPlaza_7,1,6,1,1,5,,0,1,,
PantaleonDeRibera_17,2,5,1,2,4,,0,1,,
PedroEspinosa_5,2,5,1,2,4,,0,1,,
PedroSotoDeRojas_124,2,5,1,2,4,,0,1,,
PedroSotoDeRojas_7,4,3,1,4,2,,0,1,,
PedroSotoDeRojas_72,2,5,1,2,4,,0,1,,
PedroSotoDeRojas_80,2,5,1,2,4,,0,1,,
PoloDeMedina_13,3,4,1,3,3,,0,1,,
PoloDeMedina_7,2,5,1,2,4,,0,1,,
Quevedo_118,2,5,1,2,4,,0,1,,
Quevedo_121,2,5,1,2,4,,0,1,,
Quevedo_138,2,5,1,2,4,,0,1,,
Quevedo_185,2,5,1,2,4,,0,1,,
Quevedo_246,3,4,1,3,3,,0,1,,
Quevedo_307,2,5,1,2,4,,0,1,,
Quevedo_315,3,4,1,3,3,,0,1,,
Quevedo_335,3,4,1,3,3,,0,1,,
Quevedo_357,3,4,1,3,3,,0,1,,
Quevedo_376,2,5,1,2,4,,0,1,,
Quevedo_43,3,4,1,3,3,,0,1,,
Quevedo_450,2,5,1,2,4,,0,1,,
Quevedo_48,3,4,1,3,3,,0,1,,
Quevedo_61,2,5,1,2,4,,0,1,,
TirsoDeMolina_2,4,3,1,4,2,,0,1,,
TirsoDeMolina_56,2,5,1,2,4,,0,1,,
TrilloYFigueroa_42,3,4,1,3,3,,0,1,,
s020g_0033,2,5,1,2,4,,0,1,,
s052g_0106,2,5,,2,4,,0,1,,
s077g_0137,1,6,1,1,5,,0,1,,
s113g_0219,1,6,1,1,5,2,0,1,,
s113g_0235,3,4,1,3,3,,0,1,,
s175g_0341,3,4,1,3,3,,0,1,,
s203g_0422,3,4,1,3,3,,0,1,,
s248g_0524,3,4,1,3,3,,0,1,,
s261g_0542,1,6,1,1,5,,0,1,,
s278g_0573,5,2,1,5,1,,0,1,,
s290g_0608,1,6,1,1,5,,0,1,,
s298g_0621,4,3,1,4,2,,0,1,,
s323g_0747,2,5,1,2,4,,0,1,,
s334g_0782,1,6,1,1,5,,0,1,,
s336g_0787,3,4,1,3,3,,0,1,,
s385g_0856,3,4,1,3,3,,0,1,,
s394g_0879,2,5,1,2,4,,0,1,,
s398g_0889,3,4,1,3,3,,0,1,,
s410g_0902,4,3,1,4,2,,0,1,,
s412g_0907,1,6,1,1,5,,0,1,,
s427g_0929,2,5,,2,4,,0,1,,
s455g_0970,1,6,1,1,5,2,0,1,,
s458g_0974,2,5,1,2,4,,0,1,,
s471g_0991,2,5,1,2,4,,0,1,,
