sID	_m	o0	o1	o9	s0	s1	s9	oa0	oa1	sa0	sa1	oms1	oms0	oms10	oms01	o1s1mo0s0	ov	sv	oa	sa	omsv	omsa
FranciscoDeAldana_33	both	1.0	7.0		1.0	5.0			8.0		6.0	2.0	0.0	6.0	-4.0	10.0	0.617	0.6844	0.4749	0.4793	-0.0675	-0.0044
FranciscoDeAldana_34	both	2.0	6.0		1.0	4.0	1.0		8.0	1.0	5.0	2.0	1.0	5.0	-2.0	7.0	0.6764	0.5664	0.4154	0.6709	0.1101	-0.2555
FranciscoDeAldana_36	both	4.0	3.0	1.0	4.0	2.0		1.0	7.0		6.0	1.0	0.0	-1.0	2.0	-3.0	0.5128	0.3716	0.5694	0.624	0.1413	-0.0546
FranciscoDeAldana_37	both	2.0	4.0	2.0	2.0	4.0		2.0	6.0		6.0	0.0	0.0	2.0	-2.0	4.0	0.5573	0.5569	0.5657	0.6522	0.0004	-0.0865
FranciscoDeAldana_38	both	2.0	6.0		3.0	2.0	1.0		8.0	1.0	5.0	4.0	-1.0	3.0	0.0	3.0	0.5149	0.5001	0.53	0.6255	0.0148	-0.0956
FranciscoDeAldana_39	both	4.0	3.0	1.0	2.0	4.0		1.0	7.0		6.0	-1.0	2.0	1.0	0.0	1.0	0.441	0.4826	0.5456	0.6106	-0.0416	-0.065
FranciscoDeAldana_4	both	3.0	4.0	1.0	3.0	3.0		1.0	7.0		6.0	1.0	0.0	1.0	0.0	1.0	0.4614	0.5227	0.6486	0.5799	-0.0613	0.0687
FranciscoDeAldana_40	both	1.0	7.0		2.0	4.0			8.0		6.0	3.0	-1.0	5.0	-3.0	8.0	0.7098	0.5605	0.4935	0.4811	0.1493	0.0124
FranciscoDeAldana_41	both	3.0	2.0	3.0	1.0	3.0	2.0	4.0	4.0	2.0	4.0	-1.0	2.0	1.0	0.0	1.0	0.5572	0.5885	0.6266	0.4982	-0.0313	0.1284
FranciscoDeAldana_42	both	2.0	5.0	1.0	1.0	5.0		1.0	7.0		6.0	0.0	1.0	4.0	-3.0	7.0	0.5113	0.552	0.504	0.5402	-0.0407	-0.0362
FranciscoDeAldana_43	both	2.0	5.0	1.0	1.0	3.0	2.0	1.0	7.0	2.0	4.0	2.0	1.0	4.0	-1.0	5.0	0.6245	0.6083	0.512	0.4238	0.0162	0.0883
FranciscoDeAldana_5	both	1.0	6.0	1.0	4.0	2.0		1.0	7.0		6.0	4.0	-3.0	2.0	-1.0	3.0	0.6306	0.5238	0.5511	0.5132	0.1068	0.0379
FranciscoDeAldana_6	both	2.0	6.0		2.0	4.0			8.0		6.0	2.0	0.0	4.0	-2.0	6.0	0.6175	0.5717	0.5246	0.5227	0.0458	0.002
FranciscoDeAldana_7	both	2.0	6.0		4.0	2.0			8.0		6.0	4.0	-2.0	2.0	0.0	2.0	0.5878	0.541	0.5024	0.4764	0.0468	0.0261
FranciscoDeAldana_8	both	1.0	5.0	2.0	1.0	5.0		2.0	6.0		6.0	0.0	0.0	4.0	-4.0	8.0	0.5435	0.5998	0.5236	0.5449	-0.0563	-0.0213
FranciscoDeAldana_9	both	3.0	5.0		3.0	2.0	1.0	1.0	7.0	1.0	5.0	3.0	0.0	2.0	1.0	1.0	0.5007	0.5422	0.584	0.5333	-0.0415	0.0507
FranciscoDeFigueroa_1	both	2.0	5.0	1.0	1.0	5.0		1.0	7.0		6.0	0.0	1.0	4.0	-3.0	7.0	0.5405	0.6656	0.4916	0.6024	-0.1251	-0.1108
FranciscoDeFigueroa_10	both	2.0	4.0	2.0	3.0	1.0	2.0	2.0	6.0	2.0	4.0	3.0	-1.0	1.0	1.0	0.0	0.5383	0.3499	0.5371	0.7685	0.1884	-0.2314
FranciscoDeFigueroa_11	both	1.0	6.0	1.0	1.0	5.0		2.0	6.0		6.0	1.0	0.0	5.0	-4.0	9.0	0.7225	0.6336	0.5571	0.4821	0.0889	0.075
FranciscoDeFigueroa_12	both	3.0	4.0	1.0	1.0	4.0	1.0	2.0	6.0	1.0	5.0	0.0	2.0	3.0	-1.0	4.0	0.4869	0.6038	0.6174	0.4965	-0.1169	0.121
FranciscoDeFigueroa_13	both	2.0	6.0		2.0	4.0			8.0		6.0	2.0	0.0	4.0	-2.0	6.0	0.5766	0.4883	0.4801	0.5993	0.0883	-0.1191
FranciscoDeFigueroa_15	both	2.0	6.0		1.0	4.0	1.0		8.0	2.0	4.0	2.0	1.0	5.0	-2.0	7.0	0.5682	0.6125	0.4447	0.4626	-0.0443	-0.0179
FranciscoDeFigueroa_16	both	1.0	6.0	1.0	2.0	3.0	1.0	1.0	7.0	1.0	5.0	3.0	-1.0	4.0	-2.0	6.0	0.6811	0.4963	0.5163	0.6051	0.1848	-0.0888
FranciscoDeFigueroa_17	both	3.0	5.0		5.0	1.0			8.0		6.0	4.0	-2.0	0.0	2.0	-2.0	0.5005	0.3463	0.5186	0.6593	0.1542	-0.1407
FranciscoDeFigueroa_18	both	1.0	7.0		2.0	3.0	1.0		8.0	1.0	5.0	4.0	-1.0	5.0	-2.0	7.0	0.5756	0.5083	0.4858	0.6042	0.0674	-0.1184
FranciscoDeFigueroa_19	both	3.0	4.0	1.0	2.0	2.0		3.0	5.0		4.0	2.0	1.0	2.0	1.0	1.0	0.5101	0.5111	0.5191	0.65	-0.0011	-0.1309
FranciscoDeFigueroa_2	both	2.0	2.0	4.0	2.0	4.0		4.0	4.0		6.0	-2.0	0.0	0.0	-2.0	2.0	0.3816	0.565	0.521	0.5494	-0.1834	-0.0284
FranciscoDeFigueroa_20	both	1.0	6.0	1.0	2.0	2.0	2.0	2.0	6.0	2.0	4.0	4.0	-1.0	4.0	-1.0	5.0	0.7209	0.5326	0.4952	0.5655	0.1882	-0.0703
FranciscoDeFigueroa_3	both	4.0	4.0		2.0	4.0		1.0	7.0		6.0	0.0	2.0	2.0	0.0	2.0	0.434	0.5168	0.6609	0.6183	-0.0828	0.0425
FranciscoDeFigueroa_5	both	3.0	4.0	1.0	3.0	3.0		1.0	7.0		6.0	1.0	0.0	1.0	0.0	1.0	0.537	0.4628	0.5602	0.6515	0.0741	-0.0914
FranciscoDeFigueroa_6	both	3.0	2.0	3.0	3.0	1.0	2.0	3.0	5.0	3.0	3.0	1.0	0.0	-1.0	2.0	-3.0	0.4848	0.3421	0.6491	0.5358	0.1428	0.1133
FranciscoDeFigueroa_7	both	3.0	4.0	1.0	3.0	3.0		1.0	7.0		6.0	1.0	0.0	1.0	0.0	1.0	0.3922	0.4565	0.6014	0.5837	-0.0644	0.0178
FranciscoDeFigueroa_8	both	2.0	4.0	2.0	1.0	3.0		2.0	6.0	1.0	3.0	1.0	1.0	3.0	-1.0	4.0	0.5834	0.5687	0.4345	0.4634	0.0148	-0.0288
FranciscoDeLaTorre_1	both	5.0	3.0		2.0	3.0	1.0		8.0	1.0	5.0	0.0	3.0	1.0	2.0	-1.0	0.526	0.5473	0.617	0.4789	-0.0213	0.1382
FranciscoDeLaTorre_11	both	3.0	5.0		3.0	3.0		1.0	7.0	1.0	5.0	2.0	0.0	2.0	0.0	2.0	0.5984	0.4061	0.4965	0.5525	0.1923	-0.056
FranciscoDeLaTorre_12	both	1.0	5.0	2.0	2.0	4.0		2.0	6.0		6.0	1.0	-1.0	3.0	-3.0	6.0	0.6352	0.6892	0.5345	0.4215	-0.0539	0.113
FranciscoDeLaTorre_13	both	2.0	5.0	1.0	1.0	5.0		1.0	7.0		6.0	0.0	1.0	4.0	-3.0	7.0	0.589	0.6486	0.6025	0.5993	-0.0596	0.0032
FranciscoDeLaTorre_14	both	1.0	6.0	1.0	2.0	4.0		2.0	6.0		6.0	2.0	-1.0	4.0	-3.0	7.0	0.5961	0.5202	0.4409	0.5827	0.0759	-0.1418
FranciscoDeLaTorre_15	both	3.0	3.0	2.0	1.0	2.0	3.0	3.0	5.0	3.0	3.0	1.0	2.0	2.0	1.0	1.0	0.4969	0.4696	0.6045	0.6762	0.0273	-0.0717
FranciscoDeLaTorre_16	both	2.0	5.0	1.0	1.0	2.0	3.0	2.0	6.0	3.0	3.0	3.0	1.0	4.0	0.0	4.0	0.5802	0.5295	0.4745	0.6677	0.0506	-0.1933
FranciscoDeLaTorre_17	both	2.0	3.0	3.0	1.0	3.0	2.0	3.0	5.0	3.0	3.0	0.0	1.0	2.0	-1.0	3.0	0.5554	0.6914	0.4902	0.5759	-0.136	-0.0857
FranciscoDeLaTorre_18	both	1.0	5.0	2.0	3.0	1.0	2.0	2.0	6.0	3.0	3.0	4.0	-2.0	2.0	0.0	2.0	0.7102	0.3385	0.5567	0.5087	0.3716	0.048
FranciscoDeLaTorre_2	both	4.0	4.0		1.0	5.0			8.0		6.0	-1.0	3.0	3.0	-1.0	4.0	0.4594	0.6624	0.6144	0.5716	-0.203	0.0427
FranciscoDeLaTorre_20	both	3.0	4.0	1.0	1.0	5.0		2.0	6.0		6.0	-1.0	2.0	3.0	-2.0	5.0	0.5699	0.638	0.5638	0.5106	-0.0681	0.0532
FranciscoDeLaTorre_21	both	4.0	4.0		1.0	5.0		1.0	7.0		6.0	-1.0	3.0	3.0	-1.0	4.0	0.4938	0.6633	0.5925	0.5478	-0.1695	0.0447
FranciscoDeLaTorre_22	both	1.0	3.0	4.0	1.0	2.0	3.0	4.0	4.0	4.0	2.0	1.0	0.0	2.0	-1.0	3.0	0.5645	0.6409	0.5013	0.3702	-0.0764	0.1311
FranciscoDeLaTorre_23	both	3.0	3.0	2.0	3.0	3.0		2.0	6.0	1.0	5.0	0.0	0.0	0.0	0.0	0.0	0.4798	0.6311	0.5686	0.4383	-0.1513	0.1303
FranciscoDeLaTorre_24	both	3.0	4.0	1.0	2.0	3.0	1.0	2.0	6.0	1.0	5.0	1.0	1.0	2.0	0.0	2.0	0.6108	0.5103	0.6102	0.5555	0.1005	0.0548
FranciscoDeLaTorre_25	both	3.0	4.0	1.0	1.0	4.0	1.0	1.0	7.0	1.0	5.0	0.0	2.0	3.0	-1.0	4.0	0.5907	0.5822	0.4901	0.4865	0.0085	0.0036
FranciscoDeLaTorre_26	both	2.0	5.0	1.0	2.0	4.0		1.0	7.0	1.0	5.0	1.0	0.0	3.0	-2.0	5.0	0.5388	0.6044	0.5302	0.5308	-0.0656	-0.0005
FranciscoDeLaTorre_27	both	3.0	4.0	1.0	1.0	4.0	1.0	1.0	7.0	1.0	5.0	0.0	2.0	3.0	-1.0	4.0	0.5471	0.7289	0.4638	0.5106	-0.1819	-0.0469
FranciscoDeLaTorre_28	both	2.0	6.0		1.0	4.0	1.0		8.0	1.0	5.0	2.0	1.0	5.0	-2.0	7.0	0.5725	0.6385	0.5869	0.5043	-0.066	0.0826
FranciscoDeLaTorre_29	both	5.0	3.0		2.0	2.0	2.0		8.0	2.0	4.0	1.0	3.0	1.0	3.0	-2.0	0.3885	0.4586	0.6796	0.7156	-0.0701	-0.036
FranciscoDeLaTorre_3	both	5.0	3.0		1.0	2.0	3.0		8.0	4.0	2.0	1.0	4.0	2.0	3.0	-1.0	0.4718	0.6044	0.6073	0.5281	-0.1326	0.0791
FranciscoDeLaTorre_30	both	3.0	5.0		1.0	4.0	1.0	2.0	6.0	2.0	4.0	1.0	2.0	4.0	-1.0	5.0	0.5955	0.6196	0.5699	0.6081	-0.0241	-0.0382
FranciscoDeLaTorre_31	both	3.0	4.0	1.0	1.0	4.0	1.0	1.0	7.0	1.0	5.0	0.0	2.0	3.0	-1.0	4.0	0.5634	0.628	0.4894	0.5163	-0.0646	-0.027
FranciscoDeLaTorre_32	both	2.0	4.0	2.0	2.0	3.0	1.0	3.0	5.0	1.0	5.0	1.0	0.0	2.0	-1.0	3.0	0.6868	0.6186	0.4173	0.5248	0.0682	-0.1075
FranciscoDeLaTorre_33	both	1.0	6.0	1.0	2.0	3.0	1.0	3.0	5.0	1.0	5.0	3.0	-1.0	4.0	-2.0	6.0	0.6145	0.5338	0.3455	0.6312	0.0808	-0.2857
FranciscoDeLaTorre_34	both	3.0	5.0		3.0	3.0			8.0		6.0	2.0	0.0	2.0	0.0	2.0	0.5833	0.4554	0.5067	0.4832	0.1279	0.0235
FranciscoDeLaTorre_35	both	6.0	2.0		2.0	4.0			8.0		6.0	-2.0	4.0	0.0	2.0	-2.0	0.3725	0.6346	0.5804	0.5029	-0.2622	0.0775
FranciscoDeLaTorre_36	both	2.0	5.0	1.0	3.0	3.0		1.0	7.0		6.0	2.0	-1.0	2.0	-1.0	3.0	0.5742	0.4858	0.6419	0.6579	0.0884	-0.016
FranciscoDeLaTorre_38	both	3.0	4.0	1.0	1.0	5.0		1.0	7.0		6.0	-1.0	2.0	3.0	-2.0	5.0	0.5931	0.6953	0.5111	0.513	-0.1023	-0.0019
FranciscoDeLaTorre_39	both	3.0	5.0		1.0	3.0			8.0		4.0	2.0	2.0	4.0	0.0	4.0	0.6271	0.593	0.5018	0.4589	0.0341	0.0428
FranciscoDeLaTorre_4	both	2.0	5.0	1.0	3.0	3.0		1.0	7.0	1.0	5.0	2.0	-1.0	2.0	-1.0	3.0	0.5287	0.5309	0.5542	0.5299	-0.0022	0.0243
FranciscoDeLaTorre_40	both	1.0	6.0	1.0	1.0	3.0	2.0	1.0	7.0	2.0	4.0	3.0	0.0	5.0	-2.0	7.0	0.6384	0.6411	0.6233	0.4344	-0.0027	0.1889
FranciscoDeLaTorre_41	both	3.0	5.0		2.0	4.0			8.0	1.0	5.0	1.0	1.0	3.0	-1.0	4.0	0.4697	0.6405	0.5945	0.4613	-0.1707	0.1333
FranciscoDeLaTorre_42	both	4.0	2.0	2.0	2.0	4.0		2.0	6.0		6.0	-2.0	2.0	0.0	0.0	0.0	0.397	0.6034	0.6122	0.6577	-0.2063	-0.0455
FranciscoDeLaTorre_43	both	1.0	4.0	3.0	2.0	4.0		3.0	5.0	1.0	5.0	0.0	-1.0	2.0	-3.0	5.0	0.6127	0.5921	0.5972	0.5305	0.0207	0.0667
FranciscoDeLaTorre_44	both	4.0	2.0	2.0	4.0	1.0	1.0	2.0	6.0	1.0	5.0	1.0	0.0	-2.0	3.0	-5.0	0.3757	0.4209	0.5279	0.6397	-0.0452	-0.1118
FranciscoDeLaTorre_45	both	3.0	4.0	1.0	2.0	2.0	2.0	1.0	7.0	2.0	4.0	2.0	1.0	2.0	1.0	1.0	0.5183	0.4172	0.5412	0.5734	0.1011	-0.0322
FranciscoDeLaTorre_46	both	3.0	3.0	2.0	1.0	4.0	1.0	2.0	6.0	1.0	5.0	-1.0	2.0	2.0	-1.0	3.0	0.6227	0.6739	0.4976	0.4976	-0.0512	0.0
FranciscoDeLaTorre_47	both	3.0	4.0	1.0	2.0	4.0		1.0	7.0		6.0	0.0	1.0	2.0	-1.0	3.0	0.5774	0.5113	0.5163	0.502	0.0662	0.0143
FranciscoDeLaTorre_48	both	3.0	4.0	1.0	4.0	2.0		3.0	5.0		6.0	2.0	-1.0	0.0	1.0	-1.0	0.5892	0.504	0.5195	0.4622	0.0852	0.0573
FranciscoDeLaTorre_49	both	1.0	5.0	2.0	2.0	4.0		2.0	6.0		6.0	1.0	-1.0	3.0	-3.0	6.0	0.6391	0.5692	0.5071	0.6111	0.0699	-0.104
FranciscoDeLaTorre_5	both	5.0	3.0		2.0	3.0	1.0		8.0	1.0	5.0	0.0	3.0	1.0	2.0	-1.0	0.4368	0.6015	0.5918	0.5251	-0.1647	0.0667
FranciscoDeLaTorre_50	both	2.0	6.0		2.0	3.0	1.0	1.0	7.0	1.0	5.0	3.0	0.0	4.0	-1.0	5.0	0.6097	0.3911	0.5664	0.5645	0.2186	0.0018
FranciscoDeLaTorre_52	both	2.0	5.0	1.0	1.0	5.0		1.0	7.0		6.0	0.0	1.0	4.0	-3.0	7.0	0.6602	0.5845	0.538	0.5175	0.0757	0.0205
FranciscoDeLaTorre_53	both	2.0	3.0	3.0	2.0	3.0	1.0	3.0	5.0	1.0	5.0	0.0	0.0	1.0	-1.0	2.0	0.5868	0.6164	0.3986	0.4502	-0.0297	-0.0516
FranciscoDeLaTorre_54	both	2.0	6.0		3.0	2.0	1.0		8.0	1.0	5.0	4.0	-1.0	3.0	0.0	3.0	0.6116	0.4827	0.4912	0.6206	0.129	-0.1293
FranciscoDeLaTorre_56	both	2.0	4.0	2.0	4.0	2.0		2.0	6.0		6.0	2.0	-2.0	0.0	0.0	0.0	0.5435	0.2994	0.5494	0.6307	0.2441	-0.0814
FranciscoDeLaTorre_57	both	1.0	7.0		2.0	3.0	1.0		8.0	1.0	5.0	4.0	-1.0	5.0	-2.0	7.0	0.6319	0.5361	0.4582	0.6033	0.0958	-0.1451
FranciscoDeLaTorre_58	both	3.0	5.0		1.0	2.0	3.0		8.0	3.0	3.0	3.0	2.0	4.0	1.0	3.0	0.5032	0.5945	0.6179	0.5697	-0.0912	0.0481
FranciscoDeLaTorre_59	both	4.0	1.0	3.0	1.0	5.0		3.0	5.0		6.0	-4.0	3.0	0.0	-1.0	1.0	0.349	0.6207	0.4933	0.5532	-0.2716	-0.0599
FranciscoDeLaTorre_6	both	3.0	4.0	1.0	1.0	5.0		1.0	7.0		6.0	-1.0	2.0	3.0	-2.0	5.0	0.5147	0.6323	0.5457	0.4031	-0.1176	0.1426
FranciscoDeLaTorre_60	both	3.0	4.0	1.0	3.0	3.0		2.0	6.0	1.0	5.0	1.0	0.0	1.0	0.0	1.0	0.5521	0.5329	0.4771	0.6418	0.0192	-0.1648
FranciscoDeLaTorre_61	both	1.0	5.0	2.0	1.0	3.0	2.0	2.0	6.0	2.0	4.0	2.0	0.0	4.0	-2.0	6.0	0.6465	0.6172	0.4818	0.5621	0.0293	-0.0803
FranciscoDeLaTorre_62	both	2.0	6.0		3.0	3.0			8.0		6.0	3.0	-1.0	3.0	-1.0	4.0	0.6035	0.4587	0.5227	0.7125	0.1448	-0.1898
FranciscoDeLaTorre_63	both	4.0	1.0	3.0	2.0	1.0	1.0	3.0	5.0	1.0	3.0	0.0	2.0	-1.0	3.0	-4.0	0.3032	0.3578	0.7115	0.7474	-0.0546	-0.0359
FranciscoDeLaTorre_64	both	2.0	5.0	1.0	5.0	1.0		2.0	6.0		6.0	4.0	-3.0	0.0	1.0	-1.0	0.617	0.2683	0.513	0.6671	0.3487	-0.1541
FranciscoDeLaTorre_65	both	4.0	4.0		3.0	3.0			8.0		6.0	1.0	1.0	1.0	1.0	0.0	0.4377	0.4312	0.5395	0.6095	0.0065	-0.07
FranciscoDeLaTorre_66	both	1.0	6.0	1.0	4.0	1.0	1.0	1.0	7.0	1.0	5.0	5.0	-3.0	2.0	0.0	2.0	0.6274	0.4038	0.3779	0.5979	0.2236	-0.2199
FranciscoDeLaTorre_67	both	4.0	3.0	1.0	2.0	3.0	1.0	1.0	7.0	1.0	5.0	0.0	2.0	1.0	1.0	0.0	0.5413	0.4907	0.6287	0.5809	0.0506	0.0479
FranciscoDeLaTorre_68	both	2.0	5.0	1.0	1.0	4.0	1.0	1.0	7.0	1.0	5.0	1.0	1.0	4.0	-2.0	6.0	0.6011	0.6033	0.4347	0.5801	-0.0022	-0.1455
FranciscoDeLaTorre_69	both	3.0	2.0	3.0	3.0	3.0		3.0	5.0		6.0	-1.0	0.0	-1.0	0.0	-1.0	0.5655	0.524	0.6076	0.557	0.0415	0.0506
FranciscoDeLaTorre_7	both	3.0	5.0		2.0	4.0			8.0		6.0	1.0	1.0	3.0	-1.0	4.0	0.5241	0.4987	0.4768	0.5768	0.0254	-0.1001
FranciscoDeLaTorre_70	both	3.0	3.0	2.0	2.0	2.0	2.0	3.0	5.0	2.0	4.0	1.0	1.0	1.0	1.0	0.0	0.474	0.3704	0.5851	0.6504	0.1036	-0.0653
FranciscoDeLaTorre_71	both	3.0	4.0	1.0	3.0	3.0		2.0	6.0		6.0	1.0	0.0	1.0	0.0	1.0	0.4422	0.5278	0.6201	0.6361	-0.0856	-0.016
FranciscoDeLaTorre_72	both	2.0	5.0	1.0	2.0	4.0		1.0	7.0		6.0	1.0	0.0	3.0	-2.0	5.0	0.5356	0.5066	0.5491	0.5555	0.029	-0.0063
FranciscoDeLaTorre_73	both	5.0	2.0	1.0	1.0	4.0	1.0	2.0	6.0	1.0	5.0	-2.0	4.0	1.0	1.0	0.0	0.4276	0.6204	0.5593	0.5915	-0.1928	-0.0322
FranciscoDeLaTorre_75	both	1.0	5.0	2.0	4.0	2.0		2.0	6.0	1.0	5.0	3.0	-3.0	1.0	-1.0	2.0	0.6561	0.4128	0.4657	0.7977	0.2432	-0.332
FranciscoDeLaTorre_76	both	2.0	6.0		1.0	5.0			8.0	2.0	4.0	1.0	1.0	5.0	-3.0	8.0	0.5802	0.6699	0.5178	0.4716	-0.0896	0.0462
FranciscoDeLaTorre_77	both	4.0	4.0		2.0	3.0	1.0	1.0	7.0	1.0	5.0	1.0	2.0	2.0	1.0	1.0	0.4419	0.5842	0.5081	0.4596	-0.1423	0.0485
FranciscoDeLaTorre_78	both	2.0	6.0		2.0	4.0			8.0		6.0	2.0	0.0	4.0	-2.0	6.0	0.6486	0.5191	0.6619	0.5567	0.1295	0.1051
FranciscoDeMedrano_1	both	3.0	5.0		1.0	5.0		1.0	7.0		6.0	0.0	2.0	4.0	-2.0	6.0	0.5834	0.5922	0.5882	0.5944	-0.0088	-0.0061
FranciscoDeMedrano_10	both	2.0	5.0	1.0	3.0	2.0	1.0	1.0	7.0	1.0	5.0	3.0	-1.0	2.0	0.0	2.0	0.576	0.466	0.5098	0.6776	0.11	-0.1678
FranciscoDeMedrano_11	both	1.0	5.0	2.0	3.0	2.0	1.0	3.0	5.0	1.0	5.0	3.0	-2.0	2.0	-1.0	3.0	0.606	0.466	0.5067	0.6776	0.1401	-0.171
FranciscoDeMedrano_14	both	3.0	2.0	3.0	3.0	3.0		3.0	5.0	1.0	5.0	-1.0	0.0	-1.0	0.0	-1.0	0.4892	0.5029	0.6674	0.606	-0.0137	0.0614
FranciscoDeMedrano_16	both	1.0	6.0	1.0	1.0	4.0	1.0	1.0	7.0	1.0	5.0	2.0	0.0	5.0	-3.0	8.0	0.6371	0.6178	0.4603	0.4173	0.0193	0.043
FranciscoDeMedrano_2	both	2.0	6.0		3.0	3.0			8.0		6.0	3.0	-1.0	3.0	-1.0	4.0	0.6067	0.4379	0.5617	0.5891	0.1688	-0.0274
FranciscoDeMedrano_21	both	5.0	3.0		1.0	4.0	1.0		8.0	1.0	5.0	-1.0	4.0	2.0	1.0	1.0	0.4295	0.5429	0.63	0.5901	-0.1134	0.0399
FranciscoDeMedrano_22	both	4.0	4.0		1.0	3.0	2.0		8.0	2.0	4.0	1.0	3.0	3.0	1.0	2.0	0.4638	0.5748	0.558	0.5064	-0.111	0.0516
FranciscoDeMedrano_24	both	1.0	5.0	2.0	1.0	4.0	1.0	3.0	5.0	1.0	5.0	1.0	0.0	4.0	-3.0	7.0	0.6783	0.5946	0.5285	0.4993	0.0836	0.0292
FranciscoDeMedrano_25	both	2.0	5.0	1.0	1.0	4.0	1.0	1.0	7.0	1.0	5.0	1.0	1.0	4.0	-2.0	6.0	0.5547	0.7032	0.5886	0.5611	-0.1485	0.0275
FranciscoDeMedrano_26	both	2.0	4.0	2.0	3.0	2.0	1.0	2.0	6.0	1.0	5.0	2.0	-1.0	1.0	0.0	1.0	0.5032	0.4395	0.5697	0.6582	0.0637	-0.0884
FranciscoDeMedrano_27	both	3.0	1.0	4.0	3.0	3.0		4.0	4.0		6.0	-2.0	0.0	-2.0	0.0	-2.0	0.3842	0.4782	0.5508	0.5174	-0.0941	0.0335
FranciscoDeMedrano_28	both	3.0	4.0	1.0	2.0	2.0		1.0	7.0		4.0	2.0	1.0	2.0	1.0	1.0	0.4622	0.4564	0.5943	0.6092	0.0059	-0.0149
FranciscoDeMedrano_29	both	3.0	5.0		1.0	5.0			8.0		6.0	0.0	2.0	4.0	-2.0	6.0	0.4998	0.613	0.5525	0.5673	-0.1132	-0.0149
FranciscoDeMedrano_30	both	2.0	5.0	1.0	3.0	3.0		1.0	7.0	1.0	5.0	2.0	-1.0	2.0	-1.0	3.0	0.5429	0.4077	0.6028	0.6411	0.1352	-0.0384
FranciscoDeMedrano_31	both	3.0	3.0	2.0	1.0	5.0		2.0	6.0		6.0	-2.0	2.0	2.0	-2.0	4.0	0.5161	0.6115	0.5867	0.5389	-0.0954	0.0478
FranciscoDeMedrano_32	both	4.0	4.0		2.0	3.0	1.0		8.0	1.0	5.0	1.0	2.0	2.0	1.0	1.0	0.5094	0.4727	0.5498	0.4841	0.0367	0.0657
FranciscoDeMedrano_33	both	2.0	6.0		3.0	3.0			8.0		6.0	3.0	-1.0	3.0	-1.0	4.0	0.5214	0.4677	0.5886	0.5957	0.0536	-0.0071
FranciscoDeMedrano_34	both	3.0	3.0	2.0	2.0	3.0	1.0	3.0	5.0	1.0	5.0	0.0	1.0	1.0	0.0	1.0	0.5064	0.4726	0.5616	0.4823	0.0338	0.0794
FranciscoDeMedrano_36	both	1.0	6.0	1.0	2.0	2.0		1.0	7.0		4.0	4.0	-1.0	4.0	-1.0	5.0	0.6445	0.457	0.5855	0.6312	0.1875	-0.0458
FranciscoDeMedrano_39	both	3.0	4.0	1.0	4.0	2.0		1.0	7.0		6.0	2.0	-1.0	0.0	1.0	-1.0	0.4808	0.4185	0.6991	0.6015	0.0623	0.0976
FranciscoDeMedrano_4	both	3.0	4.0	1.0	2.0	3.0	1.0	2.0	6.0	1.0	5.0	1.0	1.0	2.0	0.0	2.0	0.6048	0.4963	0.4574	0.5035	0.1085	-0.0461
FranciscoDeMedrano_40	both	3.0	4.0	1.0	3.0	1.0	2.0	1.0	7.0	2.0	4.0	3.0	0.0	1.0	2.0	-1.0	0.506	0.379	0.4835	0.5887	0.127	-0.1052
FranciscoDeMedrano_41	both	2.0	5.0	1.0	3.0	2.0	1.0	2.0	6.0	1.0	5.0	3.0	-1.0	2.0	0.0	2.0	0.5836	0.4511	0.5389	0.6452	0.1325	-0.1062
FranciscoDeMedrano_42	both	5.0	3.0		3.0	1.0			8.0		4.0	2.0	2.0	0.0	4.0	-4.0	0.4463	0.3581	0.5211	0.6873	0.0882	-0.1662
FranciscoDeMedrano_44	both	2.0	4.0	2.0	1.0	4.0	1.0	2.0	6.0	1.0	5.0	0.0	1.0	3.0	-2.0	5.0	0.4699	0.6441	0.6147	0.3957	-0.1742	0.2189
FranciscoDeMedrano_45	both	1.0	7.0		2.0	2.0			8.0		4.0	5.0	-1.0	5.0	-1.0	6.0	0.6616	0.4968	0.4679	0.6294	0.1648	-0.1615
FranciscoDeMedrano_46	both	2.0	5.0	1.0	1.0	4.0	1.0	1.0	7.0	1.0	5.0	1.0	1.0	4.0	-2.0	6.0	0.4937	0.6948	0.6018	0.4318	-0.2011	0.1701
FranciscoDeMedrano_47	both	2.0	6.0		3.0	3.0			8.0		6.0	3.0	-1.0	3.0	-1.0	4.0	0.6096	0.5435	0.606	0.5553	0.066	0.0507
FranciscoDeMedrano_48	both	2.0	4.0	2.0	3.0	1.0	2.0	2.0	6.0	2.0	4.0	3.0	-1.0	1.0	1.0	0.0	0.4869	0.278	0.5688	0.6826	0.2089	-0.1138
FranciscoDeMedrano_49	both	1.0	7.0		2.0	3.0	1.0		8.0	2.0	4.0	4.0	-1.0	5.0	-2.0	7.0	0.5961	0.418	0.481	0.7174	0.1781	-0.2363
FranciscoDeMedrano_51	both	2.0	6.0		3.0	2.0	1.0		8.0	1.0	5.0	4.0	-1.0	3.0	0.0	3.0	0.5651	0.4471	0.5814	0.6028	0.118	-0.0215
FranciscoDeMedrano_6	both	3.0	5.0		2.0	3.0	1.0		8.0	1.0	5.0	2.0	1.0	3.0	0.0	3.0	0.5468	0.5293	0.6326	0.5332	0.0175	0.0994
