SonnetID	AuthorID	Author	Gender	Date	joy_call	sadness_call	anger_call	fear_call	disgust_call
LuisCarrilloySotomayor_7	LuisCarrilloySotomayor	Luis Carrilloy Sotomayor	M	ND	0.012658227848101278	0.6282051282051282	0.423076923076923	0.6320000000000001	0.22499999999999998
LuisCarrilloySotomayor_8	LuisCarrilloySotomayor	Luis Carrilloy Sotomayor	M	ND	0.6582278481012658	0.01282051282051283	0.1282051282051282	0.27999999999999997	0.025000000000000022
LuisCarrilloySotomayor_8	LuisCarrilloySotomayor	Luis Carrilloy Sotomayor	M	ND	0.6708860759493669	0.0	0.01282051282051283	0.013333333333333364	0.025000000000000022
LuisCarrilloySotomayor_9	LuisCarrilloySotomayor	Luis Carrilloy Sotomayor	M	ND	0.6582278481012658	0.01282051282051283	0.1282051282051282	0.27999999999999997	0.025000000000000022
LuisCarrilloySotomayor_9	LuisCarrilloySotomayor	Luis Carrilloy Sotomayor	M	ND	0.7594936708860758	0.07692307692307693	0.0	0.026666666666666672	0.0
LuisDeUlloaYPereira_102	LuisDeUlloaYPereira	Luis de Ulloa y Pereira	M	ND	0.0	0.8846153846153846	0.7051282051282051	0.72	0.36250000000000004
LuisDeUlloaYPereira_103	LuisDeUlloaYPereira	Luis de Ulloa y Pereira	M	ND	0.7594936708860758	0.01282051282051283	0.01282051282051283	0.0	0.012500000000000011
LuisDeUlloaYPereira_103	LuisDeUlloaYPereira	Luis de Ulloa y Pereira	M	ND	0.7974683544303796	0.02564102564102566	0.07692307692307693	0.0	0.03749999999999998
LuisDeUlloaYPereira_105	LuisDeUlloaYPereira	Luis de Ulloa y Pereira	M	ND	0.012658227848101278	0.7435897435897435	0.7435897435897435	0.5066666666666666	0.8125
LuisDeUlloaYPereira_105	LuisDeUlloaYPereira	Luis de Ulloa y Pereira	M	ND	0.050632911392405056	0.9615384615384615	0.39743589743589736	0.8933333333333333	0.375
LuisDeUlloaYPereira_106	LuisDeUlloaYPereira	Luis de Ulloa y Pereira	M	ND	0.06329113924050633	0.6025641025641025	0.5384615384615384	0.4533333333333334	0.15000000000000002
LuisDeUlloaYPereira_106	LuisDeUlloaYPereira	Luis de Ulloa y Pereira	M	ND	0.012658227848101278	0.5256410256410255	0.6923076923076923	0.39999999999999997	0.5625
LuisDeUlloaYPereira_10	LuisDeUlloaYPereira	Luis de Ulloa y Pereira	M	ND	0.6708860759493669	0.0	0.01282051282051283	0.013333333333333364	0.025000000000000022
LuisDeUlloaYPereira_14	LuisDeUlloaYPereira	Luis de Ulloa y Pereira	M	ND	0.6582278481012658	0.01282051282051283	0.1282051282051282	0.27999999999999997	0.025000000000000022
LuisDeUlloaYPereira_14	LuisDeUlloaYPereira	Luis de Ulloa y Pereira	M	ND	0.025316455696202556	0.7179487179487178	0.7051282051282051	0.76	0.475
LuisDeUlloaYPereira_17	LuisDeUlloaYPereira	Luis de Ulloa y Pereira	M	ND	0.050632911392405056	0.9615384615384615	0.39743589743589736	0.8933333333333333	0.375
LuisDeUlloaYPereira_19	LuisDeUlloaYPereira	Luis de Ulloa y Pereira	M	ND	0.012658227848101278	0.8076923076923077	0.33333333333333326	0.4799999999999999	0.21250000000000002
LuisDeUlloaYPereira_19	LuisDeUlloaYPereira	Luis de Ulloa y Pereira	M	ND	0.8734177215189871	0.0	0.01282051282051283	0.03999999999999998	0.0
LuisDeUlloaYPereira_1	LuisDeUlloaYPereira	Luis de Ulloa y Pereira	M	ND	0.07594936708860761	0.6923076923076923	0.5384615384615384	0.6026666666666667	0.4125
LuisDeUlloaYPereira_20	LuisDeUlloaYPereira	Luis de Ulloa y Pereira	M	ND	0.7088607594936707	0.0	0.0	0.0	0.0
LuisDeUlloaYPereira_21	LuisDeUlloaYPereira	Luis de Ulloa y Pereira	M	ND	0.6455696202531644	0.10256410256410253	0.01282051282051283	0.0	0.012500000000000011
LuisDeUlloaYPereira_22	LuisDeUlloaYPereira	Luis de Ulloa y Pereira	M	ND	0.822784810126582	0.14102564102564102	0.051282051282051266	0.2933333333333334	0.025000000000000022
